,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,NST_B_Label
7272,1678445289,1678445289,4714.500246,4714.500251,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7273,1678445278,1678445278,4703.807983,4703.807987,5e-06,4,0,1312,0,328.0,,328.0,,328.0,,2077134252.0,0.0,1200,0,300.0,,300.0,,300.0,,1.35e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7275,1678445291,1678445292,4717.371991,4717.541966,0.169976,14,12,1792,1176,488.0,200.0,52.0,52.0,128.0,98.0,84341.298,55348.977,1064,552,436.0,148.0,0.0,0.0,76.0,46.0,0.013075003,0.00125755,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.429,0.667,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.032,0.007,0.0,0.0,0.007638,0.001493,1
7276,1678445282,1678445282,4707.915114,4707.916911,0.001798,2,0,72,0,36.0,,36.0,,36.0,,320362.93,0.0,8,0,4.0,,4.0,,4.0,,0.001796961,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7277,1678445294,1678445294,4719.688907,4719.982679,0.293773,28,32,3784,7492,574.0,1412.0,52.0,52.0,135.143,234.125,103045.555,204021.485,2296,5796,522.0,1360.0,0.0,0.0,82.0,181.125,0.010880444,0.009417326,64.0,64.0,1.0,0.875,0.0,0.0,0.143,0.125,0.286,0.375,0.143,0.125,0.0,0.0,9101.714,8468.625,0.0,0.0,0.035,0.002,0.0,0.0,0.009731,0.000616,1
7278,1678445294,1678445294,4719.620442,4719.620446,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7279,1678445294,1678445295,4720.299835,4720.42196,0.122126,24,24,3376,2064,488.0,136.0,52.0,52.0,140.667,86.0,221148.38,135204.46,2128,816,436.0,84.0,0.0,0.0,88.667,34.0,0.005309789,0.003541179,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.04,0.008,0.0,0.0,0.010108,0.001607,1
7280,1678445297,1678445297,4722.469747,4722.966566,0.49682,12,14,848,826,104.0,93.0,52.0,52.0,70.667,59.0,13654.844,13300.591,208,82,52.0,41.0,0.0,0.0,17.333,5.857,0.045165365,0.038072623,64.0,64.0,1.0,0.857,0.0,0.0,0.333,0.286,0.333,0.143,0.167,0.143,0.0,0.0,9412.0,9606.857,0.0,0.0,0.001,0.002,0.0,0.0,0.000507,0.000792,1
7283,1678445295,1678445295,4720.64443,4720.644435,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7284,1678445299,1678445299,4724.740914,4724.740918,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7285,1678445297,1678445297,4722.976785,4723.272059,0.295275,18,18,3044,4304,574.0,1412.0,52.0,52.0,169.111,239.111,82472.266,116609.932,2108,3368,522.0,1360.0,0.0,0.0,117.111,187.111,0.01736906,0.015540011,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.444,0.667,0.0,0.0,0.0,0.0,8527.111,501.0,0.0,0.0,0.215,0.006,0.0,0.0,0.035781,0.001148,1
7286,1678445299,1678445299,4724.652271,4724.652274,4e-06,4,0,1312,0,328.0,,328.0,,328.0,,2718450560.0,0.0,1200,0,300.0,,300.0,,300.0,,9.54e-07,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7287,1678445290,1678445290,4716.407224,4716.407224,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
7288,1678445290,1678445290,4716.408981,4716.408981,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7289,1678445300,1678445300,4725.764513,4725.764517,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7291,1678445302,1678445302,4728.153732,4728.156448,0.002717,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,918719.111,612479.408,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.000791311,0.000359615,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.000714,0.000994,1
7292,1678445301,1678445301,4726.788467,4726.788471,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7294,1678445305,1678445305,4730.949695,4731.282765,0.333071,14,16,1892,3746,574.0,1412.0,52.0,52.0,135.143,234.125,45443.791,89974.864,1148,2898,522.0,1360.0,0.0,0.0,82.0,181.125,0.025620754,0.022080199,64.0,64.0,1.0,0.875,0.0,0.0,0.143,0.125,0.286,0.375,0.143,0.125,0.0,0.0,9101.714,8468.625,0.0,0.0,0.038,0.002,0.0,0.0,0.009714,0.000702,1
7295,1678445305,1678445305,4730.884944,4730.884948,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7296,1678445294,1678445294,4719.915255,4719.917291,0.002037,2,0,72,0,36.0,,36.0,,36.0,,282788.734,0.0,8,0,4.0,,4.0,,4.0,,0.002035856,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7297,1678445306,1678445306,4731.908481,4731.908486,6e-06,4,0,240,0,60.0,,60.0,,60.0,,332849569.9,0.0,0,0,0.0,,0.0,,0.0,,1.59e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7298,1678445306,1678445306,4731.474628,4731.522163,0.047536,12,14,1688,1264,488.0,200.0,52.0,52.0,140.667,90.286,284079.777,212723.246,1064,536,436.0,148.0,0.0,0.0,88.667,38.286,0.004321358,0.001030775,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.571,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.034,0.006,0.0,0.0,0.007993,0.001265,1
7300,1678445300,1678445300,4726.135237,4726.135237,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
7302,1678445282,1678445282,4707.549026,4707.549026,1e-06,1,0,105,0,105.0,,105.0,,105.0,,840000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7303,1678445280,1678445280,4705.887921,4705.887921,1e-06,1,0,116,0,116.0,,116.0,,116.0,,928000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7306,1678445309,1678445309,4735.028775,4735.082203,0.053429,12,12,1688,1176,488.0,200.0,52.0,52.0,140.667,98.0,252746.945,176084.364,1064,552,436.0,148.0,0.0,0.0,88.667,46.0,0.004857085,0.00150635,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.037,0.009,0.0,0.0,0.008603,0.001884,1
7307,1678445311,1678445311,4737.028856,4737.02886,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7308,1678445312,1678445312,4737.684075,4737.686656,0.002582,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,966736.997,644491.331,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.000750939,0.000334342,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.000674,0.000953,1
7309,1678445312,1678445312,4738.052482,4738.052486,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7310,1678445312,1678445313,4738.269741,4738.652252,0.382512,22,26,3268,4818,574.0,1412.0,52.0,52.0,148.545,185.308,68348.2,100765.492,2108,3450,522.0,1360.0,0.0,0.0,95.818,132.692,0.018193041,0.013894835,64.0,64.0,1.0,0.923,0.0,0.0,0.0,0.0,0.364,0.538,0.091,0.077,0.0,0.0,8951.273,5404.154,0.0,0.0,0.278,0.009,0.0,0.0,0.036961,0.001216,1
7311,1678445315,1678445315,4740.557048,4740.882967,0.32592,14,16,1892,3746,574.0,1412.0,52.0,52.0,135.143,234.125,46440.857,91948.969,1148,2898,522.0,1360.0,0.0,0.0,82.0,181.125,0.025070686,0.021612136,64.0,64.0,1.0,0.875,0.0,0.0,0.143,0.125,0.286,0.375,0.143,0.125,0.0,0.0,9101.714,8468.625,0.0,0.0,0.037,0.002,0.0,0.0,0.009504,0.000658,1
7312,1678445313,1678445313,4739.076415,4739.076419,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7314,1678445317,1678445318,4743.320719,4743.796691,0.475973,10,14,1684,3546,574.0,1412.0,52.0,52.0,168.4,253.286,28304.13,59600.027,1148,2802,522.0,1360.0,0.0,0.0,114.8,200.143,0.052745342,0.036491376,64.0,64.0,1.0,0.857,0.0,0.0,0.2,0.143,0.4,0.286,0.2,0.143,0.0,0.0,9267.2,9606.857,0.0,0.0,0.01,0.002,0.0,0.0,0.003666,0.000703,1
7315,1678445306,1678445306,4731.916349,4731.918143,0.001795,2,0,72,0,36.0,,36.0,,36.0,,320873.523,0.0,8,0,4.0,,4.0,,4.0,,0.0017941,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7316,1678445317,1678445317,4743.172972,4743.172977,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7320,1678445318,1678445318,4743.832373,4744.092347,0.259975,16,14,1880,1376,480.0,200.0,52.0,52.0,117.5,98.286,57851.716,42342.532,1048,648,428.0,148.0,0.0,0.0,65.5,46.286,0.0173316,0.017039849,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.375,0.714,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.205,0.009,0.0,0.0,0.035659,0.00166,1
7321,1678445321,1678445321,4746.650586,4747.135748,0.485163,24,30,3476,5026,574.0,1412.0,52.0,52.0,144.833,167.533,57316.817,82875.236,2212,3450,522.0,1360.0,0.0,0.0,92.167,115.0,0.021059264,0.016674823,64.0,64.0,1.0,0.933,0.0,0.0,0.083,0.067,0.417,0.467,0.083,0.067,0.0,0.0,8929.333,4750.4,0.0,0.0,0.199,0.006,0.0,0.0,0.025092,0.000965,1
7322,1678445321,1678445321,4747.172407,4747.172408,2e-06,2,0,104,0,52.0,,52.0,,52.0,,379545958.9,0.0,0,0,0.0,,0.0,,0.0,,1.19e-06,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8688.0,,0.0,,,,,,,,1
7324,1678445323,1678445323,4749.286706,4749.289349,0.002644,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,943985.515,629323.677,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.000777006,0.000328382,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.000669,0.000985,1
7325,1678445323,1678445323,4749.317061,4749.317067,7e-06,4,0,240,0,60.0,,60.0,,60.0,,275843660.5,0.0,0,0,0.0,,0.0,,0.0,,1.99e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7326,1678445324,1678445324,4750.34057,4750.340574,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7327,1678445324,1678445324,4749.986327,4750.282391,0.296065,22,24,3268,4698,574.0,1412.0,52.0,52.0,148.545,195.75,88304.892,126945.037,2108,3434,522.0,1360.0,0.0,0.0,95.818,143.083,0.014076528,0.011448,64.0,64.0,1.0,0.917,0.0,0.0,0.0,0.0,0.364,0.583,0.091,0.083,0.0,0.0,8951.273,5812.75,0.0,0.0,0.203,0.006,0.0,0.0,0.028645,0.000986,1
7328,1678445326,1678445326,4752.083686,4752.088984,0.005299,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,471041.226,314027.484,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.001652638,0.001237313,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.003,0.002,0.003,0.0,0.003371,0.000963,1
7329,1678445327,1678445327,4752.678789,4752.972421,0.293633,22,24,3268,4714,574.0,1412.0,52.0,52.0,148.545,196.417,89036.305,128432.418,2108,3450,522.0,1360.0,0.0,0.0,95.818,143.75,0.013955945,0.011289617,64.0,64.0,1.0,0.917,0.0,0.0,0.0,0.0,0.364,0.583,0.091,0.083,0.0,0.0,8951.273,5812.75,0.0,0.0,0.2,0.007,0.0,0.0,0.028342,0.001068,1
7330,1678445325,1678445325,4751.364442,4751.364446,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7331,1678445329,1678445330,4755.142999,4755.623186,0.480188,14,16,1892,3746,574.0,1412.0,52.0,52.0,135.143,234.125,31520.976,62408.867,1148,2898,522.0,1360.0,0.0,0.0,82.0,181.125,0.036937475,0.031885274,64.0,64.0,1.0,0.875,0.0,0.0,0.143,0.125,0.286,0.375,0.143,0.125,0.0,0.0,9101.714,8468.625,0.0,0.0,0.037,0.002,0.0,0.0,0.009933,0.000666,1
7332,1678445318,1678445318,4743.916621,4743.918557,0.001937,2,0,72,0,36.0,,36.0,,36.0,,297373.378,0.0,8,0,4.0,,4.0,,4.0,,0.001935959,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7334,1678445331,1678445331,4756.484533,4756.484537,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7335,1678445330,1678445330,4755.817712,4755.872338,0.054627,12,14,1688,1264,488.0,200.0,52.0,52.0,140.667,90.286,247203.818,185109.968,1064,536,436.0,148.0,0.0,0.0,88.667,38.286,0.004965999,0.001395391,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.571,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.036,0.009,0.0,0.0,0.008721,0.001749,1
7336,1678445332,1678445333,4758.40024,4758.890808,0.490569,24,30,3476,4882,574.0,1412.0,52.0,52.0,144.833,162.733,56685.178,79613.647,2212,3306,522.0,1360.0,0.0,0.0,92.167,110.2,0.021283958,0.01685866,64.0,64.0,1.0,0.933,0.0,0.0,0.083,0.067,0.417,0.467,0.083,0.067,0.0,0.0,8929.333,4750.4,0.0,0.0,0.234,0.006,0.0,0.0,0.029555,0.000974,1
7337,1678445333,1678445333,4758.922545,4758.922545,1e-06,2,0,104,0,52.0,,52.0,,52.0,,832000000.0,0.0,0,0,0.0,,0.0,,0.0,,0.0,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8688.0,,0.0,,,,,,,,1
7338,1678445335,1678445335,4760.891559,4761.293152,0.401594,14,16,1892,3746,574.0,1412.0,52.0,52.0,135.143,234.125,37689.787,74622.59,1148,2898,522.0,1360.0,0.0,0.0,82.0,181.125,0.030891785,0.0266524,64.0,64.0,1.0,0.875,0.0,0.0,0.143,0.125,0.286,0.375,0.143,0.125,0.0,0.0,9101.714,8468.625,0.0,0.0,0.035,0.002,0.0,0.0,0.009331,0.000673,1
7339,1678445332,1678445332,4757.508467,4757.508471,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7340,1678445336,1678445336,4761.605379,4761.605384,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7341,1678445337,1678445337,4762.628561,4762.628566,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7342,1678445336,1678445336,4761.494218,4761.542482,0.048265,12,12,1688,1176,488.0,200.0,52.0,52.0,140.667,98.0,279789.894,194924.713,1064,552,436.0,148.0,0.0,0.0,88.667,46.0,0.004387617,0.001330072,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.033,0.007,0.0,0.0,0.007894,0.001595,1
7343,1678445320,1678445320,4746.359187,4746.359187,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
7344,1678445320,1678445320,4746.360854,4746.360854,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7345,1678445338,1678445338,4763.878245,4764.343247,0.465003,14,16,1892,3746,574.0,1412.0,52.0,52.0,135.143,234.125,32550.34,64446.921,1148,2898,522.0,1360.0,0.0,0.0,82.0,181.125,0.035769371,0.030863126,64.0,64.0,1.0,0.875,0.0,0.0,0.143,0.125,0.286,0.375,0.143,0.125,0.0,0.0,9101.714,8468.625,0.0,0.0,0.033,0.002,0.0,0.0,0.008939,0.000646,1
7347,1678445310,1678445310,4735.888339,4735.888339,1e-06,1,0,116,0,116.0,,116.0,,116.0,,928000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7348,1678445339,1678445339,4764.546088,4764.592554,0.046467,12,14,1688,1264,488.0,200.0,52.0,52.0,140.667,90.286,290614.144,217616.278,1064,536,436.0,148.0,0.0,0.0,88.667,38.286,0.004224192,0.001085923,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.571,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.032,0.007,0.0,0.0,0.007731,0.001297,1
7349,1678445340,1678445340,4765.850283,4765.850815,0.000533,3,0,351,0,117.0,,117.0,,117.0,,5266807.813,0.0,0,0,0.0,,0.0,,0.0,,0.000266075,,,,,,,,,,,,,,,,,,,,,,,,,,0
7350,1678445338,1678445338,4763.652481,4763.652486,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7351,1678445330,1678445330,4755.917789,4755.91962,0.001832,2,0,72,0,36.0,,36.0,,36.0,,314401.095,0.0,8,0,4.0,,4.0,,4.0,,0.001831055,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7352,1678445300,1678445300,4725.902272,4725.902277,6e-06,4,0,1312,0,328.0,,328.0,,328.0,,1747355862.0,0.0,1200,0,300.0,,300.0,,300.0,,1.67e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7353,1678445342,1678445342,4767.749497,4767.749502,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7354,1678445343,1678445343,4768.772586,4768.77259,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7355,1678445338,1678445338,4764.27937,4764.27937,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
7356,1678445338,1678445338,4764.281158,4764.281158,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7357,1678445344,1678445344,4769.796615,4769.796619,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7358,1678445348,1678445348,4773.893689,4773.893693,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7359,1678445349,1678445349,4774.916575,4774.916579,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7360,1678445342,1678445342,4767.918749,4767.920643,0.001895,2,0,72,0,36.0,,36.0,,36.0,,303958.234,0.0,8,0,4.0,,4.0,,4.0,,0.001893997,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7361,1678445350,1678445350,4775.9405,4775.940505,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7362,1678445354,1678445354,4780.036978,4780.036983,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7364,1678445343,1678445343,4768.625454,4768.625459,6e-06,4,0,1312,0,328.0,,328.0,,328.0,,1747355862.0,0.0,1200,0,300.0,,300.0,,300.0,,1.67e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7365,1678445348,1678445348,4773.751169,4773.751169,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7366,1678445348,1678445348,4773.752938,4773.752938,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7367,1678445356,1678445356,4782.084612,4782.084616,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7368,1678445360,1678445360,4786.18112,4786.181124,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7369,1678445361,1678445361,4787.204636,4787.20464,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7370,1678445356,1678445356,4782.270771,4782.270774,4e-06,4,0,1312,0,328.0,,328.0,,328.0,,2718450560.0,0.0,1200,0,300.0,,300.0,,300.0,,9.54e-07,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7371,1678444870,1678444870,4296.122773,4296.122773,1e-06,3,0,180,0,60.0,,60.0,,60.0,,1440000000.0,0.0,0,0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0
7372,1678445354,1678445354,4779.925669,4779.927577,0.001909,2,0,72,0,36.0,,36.0,,36.0,,301718.556,0.0,8,0,4.0,,4.0,,4.0,,0.001908064,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7373,1678445362,1678445362,4788.228665,4788.22867,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
7374,1678445366,1678445366,4792.325059,4792.325064,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1
7375,1678445367,1678445367,4793.348658,4793.348662,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1
7376,1678445357,1678445357,4783.223208,4783.223208,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
7378,1678445340,1678445340,4765.889885,4765.889885,1e-06,1,0,116,0,116.0,,116.0,,116.0,,928000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7379,1678445370,1678445370,4795.851751,4795.852089,0.000339,3,0,351,0,117.0,,117.0,,117.0,,8287118.516,0.0,0,0,0.0,,0.0,,0.0,,0.00016892,,,,,,,,,,,,,,,,,,,,,,,,,,1
7380,1678445368,1678445368,4794.372522,4794.372527,6e-06,4,0,240,0,60.0,,60.0,,60.0,,332849569.9,0.0,0,0,0.0,,0.0,,0.0,,1.59e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1
7381,1678445373,1678445373,4798.46914,4798.469144,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1
7382,1678445374,1678445374,4799.492645,4799.49265,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1
7384,1678445375,1678445375,4800.516691,4800.516695,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1
